	id	funatsu_lab_id1	funatsu_lab_id2	core	sub1	sub2	pot1	pot2	dpot	class	core_id
3598	1370565-1370566	1370565	1370566	[R1]c1ccc(cc1)CNc2ncc(c3n2nc(n3)c4ccco4)C(=O)OCC	[R1]OC	[R1]F	6.85	7.41	0.5600000000000005	-1	156.0
3599	1370565-1370567	1370565	1370567	[R1]c1ccc(cc1)CNc2ncc(c3n2nc(n3)c4ccco4)C(=O)OCC	[R1]OC	[R1]Cl	6.85	7.14	0.29000000000000004	-1	156.0
3600	1370565-1370568	1370568	1370565	[R1]c1ccc(cc1)CNc2ncc(c3n2nc(n3)c4ccco4)C(=O)OCC	[R1]C(F)(F)F	[R1]OC	6.68	6.85	0.16999999999999993	-1	156.0
3601	1370565-1370569	1370569	1370565	[R1]c1ccc(cc1)CNc2ncc(c3n2nc(n3)c4ccco4)C(=O)OCC	[R1]c1ccccc1	[R1]OC	6.73	6.85	0.11999999999999922	-1	156.0
3602	1370565-1370571	1370565	1370571	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]Cc1ccc(cc1)OC	[R1]C1CCC1	6.85	7.54	0.6900000000000004	-1	4.0
3603	1370565-1370572	1370572	1370565	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]C1CCCCCC1	[R1]Cc1ccc(cc1)OC	6.63	6.85	0.21999999999999972	-1	4.0
3604	1370565-1370576	1370576	1370565	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]COC	[R1]c1ccc(cc1)OC	6.53	6.85	0.3199999999999994	-1	163.0
3605	1370565-1370579	1370565	1370579	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]Cc1ccc(cc1)OC	[R1]C1CCCCC1	6.85	7.23	0.3800000000000008	-1	4.0
3606	1370565-1370583	1370565	1370583	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]c1ccc(cc1)OC	[R1]C(C)C	6.85	7.35	0.5	-1	163.0
3607	1370565-1370584	1370584	1370565	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]OC	[R1]Cc1ccc(cc1)OC	6.68	6.85	0.16999999999999993	-1	4.0
3608	1370566-1370567	1370567	1370566	[R1]c1ccc(cc1)CNc2ncc(c3n2nc(n3)c4ccco4)C(=O)OCC	[R1]Cl	[R1]F	7.14	7.41	0.2700000000000005	-1	156.0
3609	1370566-1370568	1370568	1370566	[R1]c1ccc(cc1)CNc2ncc(c3n2nc(n3)c4ccco4)C(=O)OCC	[R1]C(F)(F)F	[R1]F	6.68	7.41	0.7300000000000004	-1	156.0
3610	1370566-1370569	1370569	1370566	[R1]c1ccc(cc1)CNc2ncc(c3n2nc(n3)c4ccco4)C(=O)OCC	[R1]c1ccccc1	[R1]F	6.73	7.41	0.6799999999999997	-1	156.0
3611	1370566-1370571	1370566	1370571	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]Cc1ccc(cc1)F	[R1]C1CCC1	7.41	7.54	0.1299999999999999	-1	4.0
3612	1370566-1370572	1370572	1370566	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]C1CCCCCC1	[R1]Cc1ccc(cc1)F	6.63	7.41	0.7800000000000002	-1	4.0
3613	1370566-1370574	1370574	1370566	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCCC1	[R1]NCc1ccc(cc1)F	4.99	7.41	2.42	1	0.0
3614	1370566-1370575	1370575	1370566	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCCCC1	[R1]NCc1ccc(cc1)F	5.09	7.41	2.3200000000000003	1	0.0
3615	1370566-1370576	1370576	1370566	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]COC	[R1]c1ccc(cc1)F	6.53	7.41	0.8799999999999999	-1	163.0
3616	1370566-1370578	1370578	1370566	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCOCC1	[R1]NCc1ccc(cc1)F	4.75	7.41	2.66	1	0.0
3617	1370566-1370579	1370579	1370566	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]C1CCCCC1	[R1]Cc1ccc(cc1)F	7.23	7.41	0.17999999999999972	-1	4.0
3618	1370566-1370583	1370583	1370566	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]C(C)C	[R1]c1ccc(cc1)F	7.35	7.41	0.0600000000000005	-1	163.0
3619	1370566-1370584	1370584	1370566	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]OC	[R1]Cc1ccc(cc1)F	6.68	7.41	0.7300000000000004	-1	4.0
3620	1370567-1370568	1370568	1370567	[R1]c1ccc(cc1)CNc2ncc(c3n2nc(n3)c4ccco4)C(=O)OCC	[R1]C(F)(F)F	[R1]Cl	6.68	7.14	0.46	-1	156.0
3621	1370567-1370569	1370569	1370567	[R1]c1ccc(cc1)CNc2ncc(c3n2nc(n3)c4ccco4)C(=O)OCC	[R1]c1ccccc1	[R1]Cl	6.73	7.14	0.4099999999999993	-1	156.0
3622	1370567-1370571	1370567	1370571	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]Cc1ccc(cc1)Cl	[R1]C1CCC1	7.14	7.54	0.4000000000000004	-1	4.0
3623	1370567-1370572	1370572	1370567	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]C1CCCCCC1	[R1]Cc1ccc(cc1)Cl	6.63	7.14	0.5099999999999998	-1	4.0
3624	1370567-1370574	1370574	1370567	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCCC1	[R1]NCc1ccc(cc1)Cl	4.99	7.14	2.1499999999999995	1	0.0
3625	1370567-1370575	1370575	1370567	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCCCC1	[R1]NCc1ccc(cc1)Cl	5.09	7.14	2.05	1	0.0
3626	1370567-1370576	1370576	1370567	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]COC	[R1]c1ccc(cc1)Cl	6.53	7.14	0.6099999999999994	-1	163.0
3627	1370567-1370578	1370578	1370567	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCOCC1	[R1]NCc1ccc(cc1)Cl	4.75	7.14	2.39	1	0.0
3628	1370567-1370579	1370567	1370579	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]Cc1ccc(cc1)Cl	[R1]C1CCCCC1	7.14	7.23	0.09000000000000075	-1	4.0
3629	1370567-1370583	1370567	1370583	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]c1ccc(cc1)Cl	[R1]C(C)C	7.14	7.35	0.21	-1	163.0
3630	1370567-1370584	1370584	1370567	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]OC	[R1]Cc1ccc(cc1)Cl	6.68	7.14	0.46	-1	4.0
3631	1370568-1370569	1370568	1370569	[R1]c1ccc(cc1)CNc2ncc(c3n2nc(n3)c4ccco4)C(=O)OCC	[R1]C(F)(F)F	[R1]c1ccccc1	6.68	6.73	0.05000000000000071	-1	156.0
3632	1370568-1370576	1370576	1370568	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]COC	[R1]c1ccc(cc1)C(F)(F)F	6.53	6.68	0.14999999999999947	-1	163.0
3633	1370568-1370583	1370568	1370583	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]c1ccc(cc1)C(F)(F)F	[R1]C(C)C	6.68	7.35	0.6699999999999999	-1	163.0
3634	1370571-1370572	1370572	1370571	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]C1CCCCCC1	[R1]C1CCC1	6.63	7.54	0.91	-1	4.0
