	id	funatsu_lab_id1	funatsu_lab_id2	core	sub1	sub2	pot1	pot2	dpot	class	core_id
4094	319960-319971	319960	319971	[R1]CN(C(C)C)C(=O)C(C)N1CCC(C1=O)NS(=O)(=O)c2ccc3cc(ccc3c2)Cl	[R1]c1cccnc1	[R1]c1ccncc1	8.05	8.22	0.16999999999999993	-1	559.0
4095	319960-319977	319977	319960	[R1]CN(C(C)C)C(=O)C(C)N1CCC(C1=O)NS(=O)(=O)c2ccc3cc(ccc3c2)Cl	[R1]Cc1ccccn1	[R1]c1cccnc1	7.89	8.05	0.16000000000000106	-1	559.0
4096	319971-319977	319977	319971	[R1]CN(C(C)C)C(=O)C(C)N1CCC(C1=O)NS(=O)(=O)c2ccc3cc(ccc3c2)Cl	[R1]Cc1ccccn1	[R1]c1ccncc1	7.89	8.22	0.33000000000000096	-1	559.0
4097	321813-321833	321813	321833	[R1]C=CS(=O)(=O)NC1CCN(C1=O)C(C)C(=O)N2CCOCC2	[R1]c1ccc(cc1)Cl	[R1]c1ccc(s1)Cl	7.96	8.4	0.4400000000000004	-1	544.0
4098	321813-321864	321864	321813	[R1]S(=O)(=O)NC1CCN(C1=O)C(C)C(=O)N2CCOCC2	[R1]c1cc2cc(cnc2s1)Cl	[R1]C=Cc1ccc(cc1)Cl	5.54	7.96	2.42	1	12.0
4099	321813-321865	321865	321813	[R1]S(=O)(=O)NC1CCN(C1=O)C(C)C(=O)N2CCOCC2	[R1]c1cc2c(s1)cc(cn2)Cl	[R1]C=Cc1ccc(cc1)Cl	5.44	7.96	2.52	1	12.0
4100	321833-321864	321864	321833	[R1]S(=O)(=O)NC1CCN(C1=O)C(C)C(=O)N2CCOCC2	[R1]c1cc2cc(cnc2s1)Cl	[R1]C=Cc1ccc(s1)Cl	5.54	8.4	2.8600000000000003	1	12.0
4101	321833-321865	321865	321833	[R1]S(=O)(=O)NC1CCN(C1=O)C(C)C(=O)N2CCOCC2	[R1]c1cc2c(s1)cc(cn2)Cl	[R1]C=Cc1ccc(s1)Cl	5.44	8.4	2.96	1	12.0
4102	321841-321848	321848	321841	[R1]S(=O)(=O)NC1CCN(C1=O)C(C)C(=O)N2CCOCC2	[R1]c1ccc(cc1)C=CCl	[R1]c1cc2c(s1)cc(s2)Cl	6.5	6.78	0.28000000000000025	-1	12.0
4103	321841-321856	321841	321856	[R1]S(=O)(=O)NC1CCN(C1=O)C(C)C(=O)N2CCOCC2	[R1]c1cc2c(s1)cc(s2)Cl	[R1]c1cc2c(s1)ccc(n2)Cl	6.78	6.79	0.009999999999999787	-1	12.0
